author,content,stat_time,thumbs_up
叶vVv枫,"和前女友分手后，郁郁寡欢……,去楼下超市买啤酒，发现超市新来一收银员妹子，温柔恬静、落落大方，是我喜欢的类型。,接连三天去买东西，有一搭没一搭的聊了几句，自我感觉妹子对我也有好感。,昨天下班后，梳洗打扮一番，对着镜子鼓励自己“加油!今天一定要要到微信!~”,遂兴冲冲的来到楼下超市，结果被告知，妹子辞职了，辞职了……","
2020-09-05 07:44
",2078
狐小乔,"处长来上班，脸上有几道抓痕，我问他是猫挠的吗？他坦诚地说：是你嫂子抓的，这个虎娘们儿！我好心给她过生日，她还打我。,我：你没买生日礼物？没买蛋糕？,处长沮丧地说：都买了。唉，这回我算是记住了，以后给老婆过生日，千万别玩浪漫，尤其别把蛋糕拍她脸上。,我：你把嫂子拍疼了？,处长：没有，只是把她的脸烫了几个泡。,我不解，处长说：我带着蜡烛拍的……","
2020-08-13 22:01
",2441
空城旧梦她与伞,"我一个发小的事，好几年前，发小相亲，女孩是附近村子的。,第一次去女方家里，吃过中饭后，陪女孩的妈妈、伯母、婶婶，打麻将。,有一把牌，女孩的妈妈拿着一张九万，犹豫不决，故意问道：牌桌上已经出了三个八万啦，这九万能不能打啊？会不会放 炮啊？,发小接话道：怕什么，打就是，绝对不会放炮。,女孩妈妈听后，打出那张九万。,发小一脸猥琐的拿出三个九万，大喊一声：杠，嘿嘿，我说不会放炮，没说不会放杠啊。,然后再摸一张牌，激动的叫起来：杠上花，清一色，阿姨这把牌你一个人给钱，哈哈哈。,现在，发小都过了三十了，还是单身。","
2020-08-12 06:28
",2408
忧郁的创可贴,"午餐时，跟主管和同事们讨论最近看的一则新闻，说是某顾客在饭店用餐，被米饭里的石头硌掉了牙齿获得了人身伤害赔偿，我正讲的眉飞色舞呢，哎呦一声，吐出来几粒米饭和半颗牙。,主管大张着嘴巴，狐疑的说道，你铺垫这么多，是不是就想碰瓷？？？","
2020-08-28 06:35
",1860
吃了两碗又盛,"吃饭了，我一盘子又一盘子，一碗又一碗地端上来说:今晚很丰盛啊！,小外甥没理解丰盛是什么意思，说:都是剩的？,我反驳说:哪能呢，锅底的水是新的","
2020-08-03 19:31
",1072
吃了两碗又盛,"新认识个朋友，叫诸葛生。,我觉得比较新奇，说:你是我第一个复姓诸葛的朋友，以前只认识西门和上官。,新朋友勉强地笑了笑说:我不姓诸葛，我爸姓朱我妈姓葛，，，，，","
2020-08-04 17:16
",1189
老巫婆～～,和哥哥在说话，嫂子突然慌张地跑过来说：那边有个女的喊的特别惨，我想帮帮她，你有现金吗？哥哥掏出兜里唯一的两百块 ，嫂子抢了就跑。哥哥喊：那女的喊啥了？嫂子回头狡黠一笑：她说全场五折…………,"
2020-07-26 14:43
",1692
油腻的胡子大叔,"平时处得挺铁的哥们打电话来，说今天晚上是他四十岁生日，叫我晚上去KTV喝酒。并声明不许带礼物，他连蛋糕都没订，就纯粹叫几个哥们喝点酒。,我一想，都是铁哥们，真啥也不带不太好。反正他也没订蛋糕，我就订个蛋糕吧。,晚上提着蛋糕到了KTV，吧台领班亲自带我去包间，就是感觉她表情有些古怪，我还纳闷是不是我衣服没打理好。,推开包间门那一刹那，我瞬间明白了，整个豪华大包都笑翻了。只见一屋子二十来人，桌子上有二十来个大蛋糕……","
2020-08-14 13:37
",1902
-小门神~,"小区花园有只小狗被拴着，它面前还有个碗！我从家里拿出狗粮倒进碗里！,这时从花坛里钻出一个衣衫褴褛的中年人，他气愤地倒掉碗里的狗粮，凶我道:年轻人，请尊重一下我的职业……","
2020-08-16 08:56
",1678
余生安稳即可,堂姐结婚后，在外地工作，工作又忙，难得回一次娘家，每回一次娘家，她妈妈就说稀客啊！后来换工作，没那么忙了，回娘家多一点，她妈妈就说贵客；再后来辞职带孩子，每个星期回娘家1~2次，她妈妈改口说熟客；现在她回老家做点小生意，买了车，出行方便了很多，俩孩子大的七岁，小的两岁，每个星期至少带着孩子回娘家3~4次，她妈妈乐呵呵的牵着孩子，她爸爸调侃着：蹭饭的又来了……,"
2020-08-29 06:41
",1865
偷惢,"给男友刚买完七夕礼物就接到他的电话，说跟朋友聚餐让我一起去，我抱着礼物就去了。,到了之后朋友们起哄要看我买的礼物，说他们女朋友送的都是鞋。男友美滋滋打开礼物，里面是个背包。得意的说:看看，我家心儿特别懂我，知道我经常外出需要这个，还有，听说送鞋是要送人走的意思，你们几个可要注意啦，哈哈！说完背上还蹦跶两下。,眼尖的朋友叫到，“背包里面好像有东西啊！”男友赶紧放下背包，迫不及待的拉开拉链，众目睽睽之下，从里面掏出来一双鞋……","
2020-08-22 18:05
",1683
正版煮茶,"今天七夕，我去精品店挑礼物，店员是新来的，问我要买哪种礼物？,礼物大同小异，我挑的不耐烦：你帮我挑，我买礼物不管细节，只要让女人一打开就脸红的那种，不要太贵就好，懂？,店员点点头。我和老板聊天喝茶去了。,礼盒打包好，我带回家，送给老婆。老婆感动的拆包装，一脸期待的打开盒子，一个拳头猛的跳出来，砸的她满脸通红...","
2020-08-25 15:53
",2264
向昨天说再见。,"我喜欢我们公司的女经理。昨天晚上我躺在床上用迅雷下电影，女经理突然给我发信息，问：“在吗?”我心想这不会是要约我吧，立马说：""在！”她：“可以借5000给我吗?我急用。我二话不说立马发了过去，问她：“出什么事了?需要帮忙吗?”她：“给我男朋友买部游戏机！那一瞬间，我想死的心都有了。结果今天早上到了办公室，女经理送我了一部任天堂的游戏机。","
2020-08-31 17:02
",1190
姐姐掉沟里了,"中午，小店里没有人，我坐在门口，抬着个蒲扇摇啊摇，自己感觉惬意的很。,一个十五、六岁的男孩从门前经过，问我：大妈，到邮局怎么走？,我生气的说：喊谁大妈呢？,男孩​乖巧的说：奶 奶，到邮局怎么走？,我气坏了，随手指了个相反的方向。男孩道声谢​，飞快的走了。不一会又转回来，说：你这个老人家也太不厚道了，竟然骗我一个小孩子！！,我冷笑说：谁叫你叫我奶 奶的？！,男孩抓抓头，困惑的说：不叫奶 奶，难道叫外婆？？,我眼前一黑，差点晕了过去。。。。","
2020-07-25 06:48
",1297
义行天下7,"带着儿子去小舅子家做客！,儿子与他老表几个一会跑的不见人影了，出去找，大老远看到他们几个往田间小道去玩去了！,玉米杆太高了，怕里面跑出坏 人，很是担心，于是喊小舅子一起准备把他们几个小家伙叫回来，不成想小舅子一拍胸 脯道:放心吧，姐夫，啥事没有，有牧羊犬跟着了……","
2020-08-20 07:49
",1070
-小门神~,"我画了幅《嫦娥》，由于画工不行，把她的脸画的肿大如磨盘！侄子问什么情况？我解释道:仙子饿了，就将玉兔烤了…,侄子恍然大悟，却又云里雾里:嚼兔子肉，能把脸给嚼变形吗？,我接着一本正经道:不是，是烤玉兔的香气弥漫开来。,整个月球的人都想跑来吃一口，嫦娥不乐意，脸都被人打肿了，唉…：","
2020-07-20 20:43
",1111
义行天下7,"领导的电 脑 里记录着我们同事所有人的违 . 规.扣 . 款 记录，但他从不跟我们 讲！,这天中午吃 过午饭，我们几个聊着聊着聊到了电脑记录，于是同事小张跑到 领导办公桌那一坐，一看惊喜的叫了起来，电脑没 锁，正好可以看看咱们的违 规 扣 款 记录！……,看了没一会，听到办公室门外“哒.哒 哒”皮鞋的走路声，小张吓得猛的一跳，电脑页面也没来的及返回，就跑回自己的座位上去了！,领导过来看了下电脑，默默地走到我旁边，趴我耳边小声问:小义啊，刚才谁动我电脑了？,卧槽，心想这“老狐狸”想套路我还嫩 点，坚决不能出 卖 同事，于是我一脸疑惑的问:什么电脑？不知道呀？,然后领导起身就走，喊到:是谁动我的电脑我已经知道了，跟我出来一趟吧！,小张愤怒的望着我吼:行啊，我算是看透你了，✘✘✘义，亏我把你当朋友……,我一脸懵逼……","
2020-08-12 07:35
",1716
大小可爱爱爱,"去银行办业务！,儿子背着他的玩具枪非要跟我一起去！,人多排队中，许久没出来玩的儿子在大厅里蹦蹦跳跳的跑，玩具枪掉了也不知道，忍不住提醒他:你的“枪”掉了！,卧槽，排队的众人们眼睛齐刷刷的向我看来，银行工作人员迅速的按响了报 警 器……","
2020-09-13 08:51
",1187
.该用户已注销,"听说用淘米水洗脸皮肤非常嫩，我去外婆家，外婆早上煮粥，淘米水刚要倒掉，我赶紧接过来倒洗脸盆里洗脸。,外婆楞楞的看了会没说话。吃完饭我要回去的时候，外婆把我喊到里屋，从衣柜拿出一个袋子，里面一沓钱递我手上“孩子，一个人在外面不容易，有困难就说一声，这钱你拿着交水费，以后别用淘米水洗脸了。。。,我感动的语气哽咽，正要拒绝，外婆严肃的说“别让了，听话，你看你本来长得就不咋地，再把脸洗毁了一辈子成老姑娘了”,我忽然觉得外婆说的很有道理。[捂嘴][捂嘴][捂嘴]","
2020-07-26 08:15
",1276
小恩的老公8,"那年那天也是七夕，不知道脑袋想什么去了，充话费竟然打错一位数，给别人充了一百块钱。我打电话叫她退还我，她推脱没收到信息。我发了冲值截图给她，她还推来推去，唉不就一百块吗？,这钱我也准备不要了，晚上她却答应给我冲回来，不过要我给她先送一杯奶茶！我说好，我照她给的地址送去了，是位漂亮的小姑娘！,她也马上给我冲了钱回来，却冲了500元。本来我想把多冲的钱给她，这件事到此为止！她却赖上我了，说是给了我钱的，得陪她逛街，吃东西，看电影……,过后，她赖了我一辈子，现在我们的孩子都会打酱油了！……","
2020-08-27 09:53
",1933
璃白°,"那年我学厨师，师兄的三个老乡送过来一只大狗，师兄看出来这是从小就欺负他的的那只拦路狗，狠狠的用小拳拳捶狗胸口嘴里嘟囔着“让你当初咬我！”随后问三个老乡是怎么抓住的这条狗，大傻，二愣子，三炮，一脸欲哭无泪的表情开始娓娓道来。,起先听说狗咬东西是咬住不放，让大傻带上厚厚的手套，伸出手让狗咬住，二愣子给狗当头一棒，三炮开车在外面接应，理想总是很丰满，现实却是他们三个后半夜去到目的地，狗也出来了，大傻一伸手，奈何狗没咬手套，一口咬住大傻胳膊上了，疼的大傻嗷一声！比狗叫的都欢，二愣子都在旁边看懵逼了，缓过神给狗子一棒子！这时候主人家屋里的灯也亮了，大傻难得从疼痛中缓过神对二愣子说赶紧用棒子把门挤住，别让主人出来！二愣子拿起棒子就去顶门，谁曾想这家的门是往里面开的，二愣子用力过猛直接扑倒了人家的屋里，抬起头和穿了一半裤子的老头四目相对，老头双眼冒着火“我日恁麻辣隔壁！偷狗还偷到家里来了”！二愣子起身就往外跑，这时候三炮看事情败漏由于过度紧张也不等这哥俩，开车就跑！,戏剧性的一幕就是三炮开车在前，大傻拖着狗在后，二愣子拿着棒子紧着跑，后面跟着拿着菜刀的老头……跑出了村缓过神的三炮才停车带上他俩！从此只要他们回老家，十里八村都会把狗拴住，以为他们又回去踩点了。,故事讲完后，五人一狗都沉默不语，蓦地，寂静的夜晚传来了悠扬的二胡名曲《二泉映月》，我们五人听的如痴如醉，只有那条狗听的泪流满面……","
2020-08-31 07:34
",1102
芭蕉窗下听雨声,"一年前，朋友一本正经的跟我介绍说：长时间喝玫瑰花茶，以后身上会有淡淡的玫瑰花味的体香。,于是我坚持不懈的每天喝几杯玫瑰花茶（一年多）......然后还每天早上起来就闻下自己有没有体香。可是又过了半年，失望的我打电话问朋友说：我好像只闻到了酒味？,谁知她说：这就对了，证明你还有嗅觉。","
2020-07-21 15:28
",1449
天热打鼓球,"老爸从小就教育我：不要试图和愚蠢的人争吵，他会把你的智商拉低到和他一个水平，然后用丰富的经验打败你。你要顺着他，让他一错到底，永不回头。,比如，他说碗是树上长出来的，你就说，是啊，我刚在树上摘了一个，蒂把还没干呢！,我那时还小，似懂非懂的，但还是把老爸的教诲牢牢记在心里！,所以每当老爸对我说：你皮是不是又痒了？,我就说：是啊，不光痒，还痒得浑身难受呢！,动动可爱的小手点个赞，每天一个挨揍的小技巧！","
2020-08-27 11:01
",3535
挖鼻孔的老虎,"和老婆、小姨子逛街，经过一个宣传栏，上面展示着很多家暴的案例。,小姨子多愁善感的说：“姐你一定要好好的，我不希望以后在这上面看到你。”,老婆说：“瞎操心，谅他也不敢去告我。”","
2020-08-24 14:41
",3005
坏小孩cium,公司群里，大家在分享各自家的煲汤，其中一道公鸡和乌贼的汤，鲜美无比，很有创意，大家经过讨论一致认为这个叫鸡贼汤，为了了响应积极性，我热心的发了一个公鸡和王八的汤，公司群居然死群了。。。,"
2020-08-18 07:37
",1755
糗糗queen,今天侄儿子生日，我们一家一起吃饭，办了个简单的生日派对，点蜡烛的时候，气氛很好，我哥趁机给侄儿子来了一场心平气和的教育，说他又大了一岁了，该好好学习了，不能再贪玩了啥啥的。没想到侄儿子居然很懂事的点头答应了，然后说：爸爸，我以后一定好好学习，我现在就许愿，今年争取考全班第一，你也要成为我们班最有钱的爸爸好吗？我哥沉默了一下，说，你还是换个愿许吧。,"
2020-09-03 15:37
",2085
糗糗queen,记得大学的时候，泰坦尼克号重映，男朋友叫我一起去看，看完现场气氛挺悲伤的，这货突然来一句:大家别急，让妇女和小孩先走！,"
2020-07-24 07:39
",1504
聊天不撩妹子,"刚刚发生的，特新鲜。。,一个人下班不想烧饭，楼下小饭店吃了，等饭菜时。,临桌是小年轻，女的跟男的说：陪我喝点酒吧？男的说：开车呢不能喝酒。女的听男的说不能喝。发彪道：你不喝我一人喝，反正我喝酒后见谁亲谁。,女人都是骗子，我都等一个多小时了，她就抱着那男的在啃。。。。。","
2020-09-07 18:47
",1175
他的宝儿,"地铁里，戴着美瞳眼睛不舒服就揉了一下，旁边一个小菇凉看着我愣了一下，哇的一声就哭了！,我茫然望着她，她哭的更厉害了，回头就跟她妈妈说，妈妈，我再也不揉眼睛了，那个姐姐揉眼睛都把眼珠都给揉出来了，好可怕！","
2020-08-05 14:19
",2128
图图的耳朵会动耶,"学校要开展课后辅导服   务，在群里征询大家的意见，家长们有什么建议都可以提，群里很热闹。家长们都在问，是辅导作业还是兴趣班？需要准备什么，怎么收费！老师一一回答，平时我在群里都比较活跃，问题也多，今天没有说话，老师就艾特我问我有没有什么意见建议，我想了想，说：老师，我可以进去给孩子送吃的吗？,群里瞬间就安静了…","
2020-09-15 08:00
",1276
醉酒舞剑砍疯子..,"我哥的老丈人晚上要来家里吃饭。我哥忙前忙后的收拾家务，然后又去菜市场买各种菜品，其中买了几只大闸蟹，说要让老丈人尝尝鲜。,结果，小侄放学回来，看见桶里的几只大闸蟹，大声斥责:你们大人太残忍了，活生生的东西你们也要吃。说完拎起装大闸蟹的桶就跑下楼，把大闸蟹倒进小区里的喷泉池里放生了。动作行云流水，一气呵成，不带一丝丝迟疑……,不说了，我们全家出动正撸起裤腿抓大闸蟹呢","
2020-09-15 07:55
",883
.该用户已注销,"起来迟了，急急忙忙来上班，离老远我就把遥控一按，门徐徐生起。,这时门口几位大妈惊呼“天呀，这门咋开了呢？”,“可不咋滴，不会闹 鬼吧？”等我走到刚要进去，大妈一把把我拉住“妮儿，你不能进去，这门自己开的，有古怪！”,我一听，举起手上的遥控钥匙摇了摇刚要进去，大妈们一把把我拉住，不行，坚决不能让你进，不听老人言，吃亏在眼前。,不论我怎么解释都没用，这时老板打电话“婷婷，都几点了你还不开门？这个月全勤奖没了！”","
2020-07-22 07:45
",1246
璃白°,"闺蜜比较汉子，我教她，要做一个瓶盖拧不开淑女才有人疼，她表示接受。,她拿着一罐八宝粥弱弱的走到心仪男神面前：李哥，帮我拆一下好么，我怕撕不好会伤到手的。,李哥和煦一笑，接过撕开瓶口，温柔的递给闺蜜，闺蜜看李哥的表现非常开心，很自然的一把薅过八宝粥，仰头一口闷，喝完大手抹了下嘴巴，嚎了一句：真特么太好喝啦。。。","
2020-08-04 06:22
",1983
义行天下7,"中午吃完饭去办公室！,发现小张和小李在议论什么，我过去一看究竟，小张说:小李，那 些 券你不要的话给义哥吧，义哥用的着！,我咧着嘴笑着说: 可以啊，有多少要 多 少！,不知为啥，办公室的所 有人目光齐刷刷的都向我看了过来，一阵诡  异的笑 声令我感觉哪里不对？,仔细一看小李手里抓着一把推 . 拿 .  按  . 摩  会.  所的 券！,特么我以 为是公 司里  发 的礼  品 券呢！","
2020-07-29 15:52
",1105
夏有凉风秋望月,"发小刚买金毛那会儿去发小家，和发小拥抱并小 亲 亲，然后才把带的礼物给了我发小。,金毛巴巴的望着我手提包，又望了我一眼，似乎下定决心一样，直立起来也要和我拥抱，那舌头。。。","
2020-09-14 16:25
",1168
吃了两碗又盛,"通勤，每天八十公里往返，同事们为了省钱合伙拼车，我车上有三个女同事，还有个空位给我媳妇留着。,但是，我媳妇并不天天跟着我回市里，三天回两天不回的。,有一天媳妇让我下班去接她，我给忘脑后了，载着三个女同事就走了，后来媳妇要了我半条命","
2020-09-15 14:20
",1140
-小门神~,"老妈报了芭蕾舞培训班，老爸不赞成还在一边说风凉话：就你这个年纪，跳的动小天鹅吗？,老妈不为所动坚持去培训，有时下班回家也穿上舞蹈服，在家中翩翩起舞！,那天老妈踮起脚尖在卧室练习，转着转着看见大衣柜顶上藏着的一沓钞票！,终于清楚老爸当初为啥反对…","
2020-08-30 19:02
",1142
鱼小鱼好棒噢,"两个许久未见的老同学在一家饭店争抢着买单。,男的说：嗳嗳嗳，按年龄来说，我比你大，所以这单让我买！,女的不服气，脸一黑，就反驳道：有本事你比xiong啊！！！咱俩谁大谁买单！,男的闻言，瞥了一眼对方的xiong部，然后上半身微微往前用力～,女的当场败下阵来：你买就你买！切～","
2020-09-15 07:52
",998
狐地瓜大人,"大学时候，断粮中，靠室友救济。好不容易挨到家里打钱，高兴的不要不要的，立刻拉着室友去吃好吃的。,点好东西付钱时，手机没带出来…室友用幽怨的眼神看着我说：“真怀疑你是套路我！！”","
2020-09-15 13:26
",1826
歌歌哒f,"屋里进了只老鼠，试了好些法子都没抓住，,于是每天坚持让儿子睡个午觉，越久越好……,晚上看着儿子精神抖擞的样子我就知道老鼠不会出来咬东西了……","
2020-09-15 09:28
",1110
狐小乔,"后勤有个同事生二胎了，邀我们去喝喜酒。一想到和他不熟，还要随600块钱份子，我准备想个理由推了。这时候新来的大学生抢先说了:""哥，对不住啊，那天是我女朋友的生日，我真去不了!"",后勤的同事一脸惊讶，一句话就让大学生脸红了:""不对吧，老弟，我好像还没说我哪天办酒啊!""","
2020-09-15 21:28
",1525
是胡不是或,清晨，一人爱犬被车撞伤，送宠物医院救治，当手术室的门打开，狗的主人迎了上去。大夫叹了口气说：我们尽力了，要是早点送过来，也许还有救……听罢狗主人疯狂地跑出医院，十几分钟后回来，带着豆腐脑和十几根油条：你要的早点来了，快去救吧……给医生整得一愣一愣的。,"
2020-09-15 01:30
",995
璃白°,"我喜欢公司摘些芦荟回来削平，直接涂脸，侄儿趴着看的津津有味，问我：姑姑你干啥呢？我耐心解释道：给脸部肌肤做保养呀，会变的更年轻了。,只见侄儿用了我一段芦荟体验后，盯着阳台的芦荟脸有狠色，，，你这是想回娘胎么？？？","
2020-09-15 05:44
",1073
坏小孩cium,"爱美之心人皆有之，平时也没少被围观，麻木了。,    今天堵车，车并停，隔壁那辆开BYD的小帅哥好帅啊，我忍不住通过半开的车窗多看了两眼。,    越看越喜欢，我多次的侧望终于引起了他的注意，他喵了我一眼，哇哦终于上钩了，对上眼了，我对着他撩了下自己头发，他默默的把车窗升上去了。。。","
2020-09-15 08:15
",1441
空城旧梦她与伞,"一个长辈住院，我一直陪护。老人家休息的时候，我就常常去医院小公园的凉亭里坐坐。,那天，认识了一个穿着病患服的大叔，大叔看起来知识很渊博的样子。,我们从国内聊到国外，从疫情聊到国际形势，从特朗普聊到普京，大叔说的头头是道，我很认同他的很多看法。,后来，有人告诉我，那是一名精神病患者。,我现在，也有点怀疑我自己……","
2020-09-16 07:42
",1073
坏小孩cium,上大学的时候喜欢看小说，有一次英语课我正看的津津有味，听到老师点我名字，我嗖得站起来小声问同桌老师问啥问题，同桌说老师问你喜欢吃什么，我声音洪亮且干脆自信的说出俩字：猪蹄儿😎,"
2020-09-07 06:53
",1585
坏小孩cium,"我们老家，有抓周的习俗。,听人说，堂哥小时候是十里八村出了名的招人稀罕的胖小子，他抓周这天，人特别的多，大家围在一起看堂哥，老神在在的爬向准备好的那堆物品， 稳准狠的一把抓住了一个印章死死不撒手。,我伯父伯母狂喜，这娃长大后，是要当大官的料啊！,后来，堂哥大学毕业后，分配到乡里的畜牧站，每天的工作，就是拿着一枚印章，下乡给母猪盖章。","
2020-09-16 06:41
",1134
璃白°,"我表妹嫁到青岛，不过在青岛乡下，路过就顺便看望表妹。,第一次见，表妹夫问我酒量多少，我说：不大，一罐而已。然后他就煞有其事的打起电话：给我送一罐到我家，到付，马上哦。这货太能装了吧，真鄙视呀。,一会儿只见一三轮车拉着一罐水塔一样带水龙头的青 岛啤酒到他家楼下。。。","
2020-09-16 06:25
",1174
夏有凉风秋望月,"晚上和异地恋的男友在聊天，我告诉他:我感冒了！,我想着  他总会来句安慰我的话，哪怕多喝热水也好！谁知道这个憨憨来了句:多谢老婆提醒，我也流鼻涕该吃药了！,我特么。。。。。。","
2020-09-13 16:32
",1163
吃了两碗又盛,"头疼，去医院做个检查，大姐夫搞医的，医院有熟人，他开车带我去。,没走呢，我媳妇突然上车了，我说你去也没啥用，再说你走了谁看店啊？,我媳妇一听眼泪下来了:我堂弟就是头疼去医院，没检查完就休克了，他妈没跟着，连最后一眼都没看到，呜呜，，，,好吧","
2020-09-10 13:59
",2028
禁言………,"相亲遇到二货小学同学。。。割。。。,大学毕业后，一直没对象，家里着急，我二姑就给我介绍了个对象，约定在我二姑家见面。,到了之后才发现，对方竟然是我小学同学，她满脸惊讶的看着我，我也认出了她，没想到这么多年了，她竟然变得这么漂亮了。,我刚要跟她打个招呼，只见她笑的花枝烂颤，好一会儿才对着她妈说到:“妈，他就是我跟你说过的我那个小学同学，那个一年级了还尿裤子的男生！”,我。。。","
2020-07-28 19:31
",1195
禁言………,"说再多“我会给你的”，不如一句“拿着”。。。割。。。,昨晚跟几个哥们儿去吃饭，就聊到了借钱的事儿，有的人借了钱过很久都没个信儿，有的人总是说，过一阵就给你，然后过一阵还是这句话。我就说到:“再多的我会给你，也不如两个字，拿着”。,哥几个都说在理，然后又七嘴八舌的聊了半天，快吃完的时候，二东子就去了吧台结账，大家都说他讲究。,当他回来的时候，只见他从口袋里掏出了点儿东西，放在了我前面的桌子上，我也没注意是啥，他一脸郑重的跟我说到:“言哥，拿着！”,我这才想起来，前几天他好像跟我借了二百块钱，我刚要推辞一下，一看，差点没给我气死，丫给我的是账单。。。","
2020-08-19 10:55
",1196
油腻的胡子大叔,"快开学了，儿子暑假作业还有好多。昨天还发烧了，睡了一天。,白天吃了药，晚上摸着不烫了，就说：嗯，已经退烧了，今天作业偷懒一天，明天都补上啊！,哪知道，今天早上烧得更厉害了……","
2020-08-25 07:59
",2008
坏小孩cium,我从医院量完血压回家，和我妈撒娇说：麻麻，医生说我血压低是缺营养，让我回家补充营养，我麻麻拿眼睛上下看了我这大体格子好几圈说：姑娘啊，结婚到现在，体重秤也踩坏俩了，马桶圈也坐碎过，医生是凭什么说你缺营养的,"
2020-07-30 07:53
",1725
壹把桃花傘ゅ,"我问我老公，如果有富婆，让你陪她一晚上就给你一千，你愿意吗？他说愿意啊。500呢？愿意啊。100呢？愿意啊！,尼玛，廉价的男人，我呸！！！","
2020-08-24 11:14
",2078
空城旧梦她与伞,"记得那是读幼儿园的时候，那天下午，我气冲冲的回到家里。,对我爸妈说道：我同桌，她妈妈怀她时，喜欢吃桃，所以她小名叫小桃子，我前面那个，他妈妈怀他时，喜欢吃枣，他小名叫枣儿，为什么我没有小名?,我爸听后，叹了一口气：儿子，本来我们也有帮你取小名的想法的，可是……。,我不满道：那为什么不取?,我妈把我拉到她身边，一脸愧疚的说道：儿子啊，都怪妈，当初怀你的时候，特喜欢吃猪头肉，我们总不能……","
2020-08-26 06:40
",1250
久违<。)#)))≦,店里的收银妹纸被经理骂了，原因去下：客人：1块钱你也收啊，找我个整数！妹纸：对不起，少钱我们要自己贴。客人：你会不会做事情啊，（挥舞着手机的奥迪钥匙指着妹纸的鼻子）1块钱还收个屁啊！能买什么啊？！能买什么啊你说说看。？妹纸：买包老鼠药毒死你全家还剩下一半！,"
2020-07-19 10:59
",2164
